화재발생년월일,시도,시군구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2020-06-09 23:24,서울특별시,강동구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-09 23:50,충청남도,논산시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1663,기타서비스,기타건축물,기타 건축물
2020-06-10 00:09,경상북도,경산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,36810,산업시설,동식물시설,기타 동식물시설
2020-06-10 00:13,경상남도,창원시 진해구,"건축,구조물",미상,미상,미상,미상,"침구,직물류","이불(베개,시트)",0,0,0,146,주거,공동주택,기타 공동주택
2020-06-10 00:33,경상남도,진주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1,기타,야외,쓰레기
2020-06-10 00:35,경기도,오산시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,190,주거,공동주택,다세대주택
2020-06-10 00:41,인천광역시,남동구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기타,기타,기타,기타,0,0,0,3163,산업시설,공장시설,금속기계 및 기구공업
2020-06-10 00:41,서울특별시,금천구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"침구,직물류",의류,0,0,0,84,생활서비스,일상서비스,고시원(원룸텔)
2020-06-10 00:52,서울특별시,영등포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,72,주거,공동주택,다세대주택
2020-06-10 01:26,경기도,수원시영통구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,83,생활서비스,음식점,한식
2020-06-10 01:28,강원도,화천군,"건축,구조물",미상,미상,미상,미상,미상,미상,1,0,1,3000,기타서비스,기타건축물,기타 건축물
2020-06-10 01:42,전라남도,장성군,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,금수성물질의 물과 접촉,"전기,전자","기타(전기,전자)",0,0,0,1660,산업시설,창고시설,"창고, 물품저장소"
2020-06-10 01:50,광주광역시,서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,빨래삶기,"침구,직물류","행주, 기름걸레",0,0,0,204,주거,공동주택,아파트
2020-06-10 01:54,경상남도,합천군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,0,0,0,1809,주거,단독주택,단독주택
2020-06-10 01:58,충청남도,공주시,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,672,집합시설,종교시설,기타 종교시설
2020-06-10 02:20,광주광역시,남구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,25,주거,단독주택,단독주택
2020-06-10 02:33,전라북도,전주시완산구,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 02:43,서울특별시,은평구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",0,0,0,108788,"의료,복지시설",의료시설,의원
2020-06-10 03:37,경상남도,진주시,기타(쓰레기 화재등),자연적 발화열,햇볕,화학적 요인,자연발화,쓰레기류,쓰레기,0,0,0,1,기타,야외,쓰레기
2020-06-10 03:52,충청남도,부여군,"자동차,철도차량","불꽃, 불티","모닥불, 연탄, 숯",방화,방화,"자동차,철도차량,선박,항공기","카펫(자동차,철도)",0,0,0,1650,"자동차,철도차량",자동차,승용자동차
2020-06-10 04:40,경기도,부천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",0,0,0,3095,"판매,업무시설",일반업무,일반회사
2020-06-10 04:47,경상북도,경주시,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,기타 쓰레기,0,0,0,5515,산업시설,공장시설,그 밖의 공업
2020-06-10 04:59,충청남도,부여군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,기타(부주의),"종이,목재,건초등",나무,0,0,0,968,기타서비스,기타건축물,기타 건축물
2020-06-10 05:30,경상남도,김해시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,112,주거,공동주택,아파트
2020-06-10 05:33,경기도,이천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","행주, 기름걸레",0,0,0,127,기타서비스,기타건축물,기타 건축물
2020-06-10 06:02,대구광역시,서구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,24,주거,공동주택,다세대주택
2020-06-10 06:09,경기도,파주시,기타(쓰레기 화재등),자연적 발화열,햇볕,화학적 요인,자연발화,쓰레기류,쓰레기,0,0,0,121,기타,야외,쓰레기
2020-06-10 06:51,전라남도,해남군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,677,산업시설,창고시설,"창고, 물품저장소"
2020-06-10 07:51,인천광역시,서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,64632,산업시설,공장시설,"전기, 전자공업"
2020-06-10 07:54,경기도,수원시영통구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,1051,"판매,업무시설",일반업무,공사
2020-06-10 08:07,경기도,의왕시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,5720,"자동차,철도차량",자동차,화물자동차
2020-06-10 08:21,강원도,속초시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,10778,생활서비스,음식점,횟집
2020-06-10 08:22,대구광역시,동구,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,4284,주거,공동주택,아파트
2020-06-10 08:56,경기도,안양시만안구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,25724,주거,공동주택,아파트
2020-06-10 09:20,광주광역시,동구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,빨래삶기,"침구,직물류","행주, 기름걸레",0,0,0,163,주거,단독주택,단독주택
2020-06-10 09:23,강원도,원주시,"자동차,철도차량","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",위험물등,가솔린,2,0,2,495,"자동차,철도차량",자동차,승용자동차
2020-06-10 09:24,경상남도,밀양시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,695,기타서비스,기타건축물,기타 건축물
2020-06-10 09:32,경상남도,함안군,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,0,0,0,0,임야,들불,들판
2020-06-10 09:32,강원도,삼척시,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",0,0,0,0,기타,야외,기타야외
2020-06-10 09:39,경상북도,김천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,미상,미상,0,0,0,9656,기타서비스,기타건축물,기타 건축물
2020-06-10 09:48,대구광역시,북구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,352,주거,단독주택,단독주택
2020-06-10 10:15,경기도,하남시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,3811,주거,기타주택,기타 주택
2020-06-10 10:24,부산광역시,사상구,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,0,임야,들불,기타 들불
2020-06-10 10:33,광주광역시,광산구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,1900,산업시설,창고시설,"창고, 물품저장소"
2020-06-10 10:37,경기도,동두천시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,256,기타,야외,공터
2020-06-10 10:40,경기도,안양시동안구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"종이,목재,건초등","목재, 합판",0,0,0,5453,"판매,업무시설",일반업무,오피스텔
2020-06-10 10:43,전라북도,부안군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,363,기타서비스,기타건축물,기타 건축물
2020-06-10 10:55,서울특별시,강서구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,0,기타,야외,모닥불
2020-06-10 10:55,경기도,양평군,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,264529,주거,단독주택,단독주택
2020-06-10 11:09,전라남도,무안군,임야,"불꽃, 불티",비화,부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,220,임야,들불,숲
2020-06-10 11:10,강원도,춘천시,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등",건초,1,0,1,2851,기타,야외,볏짚
2020-06-10 11:14,경기도,화성시,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),가연성가스,기타(가연성가스),0,0,0,5248,기타,야외,기타야외
2020-06-10 11:26,전라북도,남원시,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,2224,임야,들불,묘지
2020-06-10 11:38,충청남도,논산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,426,주거,단독주택,단독주택
2020-06-10 11:47,전라북도,군산시,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,1,0,1,4125,임야,들불,논밭두렁
2020-06-10 11:55,경기도,동두천시,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",기타,기타,0,0,0,580,산업시설,공장시설,방직공업
2020-06-10 11:59,경기도,고양시덕양구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",0,0,0,121,"의료,복지시설",노유자시설,유치원
2020-06-10 12:06,부산광역시,강서구,기타(쓰레기 화재등),미상,미상,부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 12:19,경기도,안양시동안구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,튀김유,1,0,1,9732,생활서비스,음식점,한식
2020-06-10 12:20,경상북도,구미시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,폐타이어,0,0,0,0,기타,야외,쓰레기
2020-06-10 12:27,경상남도,의령군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,1188,기타,야외,기타야외
2020-06-10 12:34,전라남도,함평군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,303,기타,야외,쓰레기
2020-06-10 12:46,서울특별시,강서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,기타,기타,0,0,0,257,"판매,업무시설",일반업무,오피스텔
2020-06-10 12:52,충청남도,홍성군,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,220,기타,야외,볏짚
2020-06-10 12:53,경상남도,합천군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,110,기타,야외,볏짚
2020-06-10 13:00,경기도,김포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,31083,산업시설,공장시설,그 밖의 공업
2020-06-10 13:02,경상북도,상주시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,0,0,0,100,산업시설,동식물시설,농예용 온실
2020-06-10 13:09,경상남도,창원시 진해구,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,1184,기타,야외,기타야외
2020-06-10 13:15,광주광역시,서구,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,308,기타,야외,기타야외
2020-06-10 13:16,경기도,고양시덕양구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,308,기타,야외,공터
2020-06-10 13:17,경기도,구리시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,9424,생활서비스,음식점,한식
2020-06-10 13:19,전라북도,군산시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,207,기타,야외,볏짚
2020-06-10 13:20,경기도,안산시상록구,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,301,기타,야외,공터
2020-06-10 13:20,광주광역시,동구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1103,생활서비스,일상서비스,이미용실
2020-06-10 13:21,전라남도,강진군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,192,기타,야외,볏짚
2020-06-10 13:27,충청남도,부여군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,2557,산업시설,동식물시설,기타 동식물시설
2020-06-10 13:30,경상북도,봉화군,"건축,구조물",작동기기,기타(작동기기),기계적 요인,기타(기계적요인),미상,미상,0,0,0,880,산업시설,창고시설,"창고, 물품저장소"
2020-06-10 13:42,경상남도,함양군,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",기타,기타,기타,기타,0,0,0,41540,생활서비스,음식점,기타 음식점
2020-06-10 13:42,전라남도,장성군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,265,기타서비스,기타건축물,기타 건축물
2020-06-10 13:43,광주광역시,광산구,"자동차,철도차량","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3594,"자동차,철도차량",자동차,화물자동차
2020-06-10 13:45,경기도,포천시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,61,기타,야외,야적장
2020-06-10 13:48,충청북도,청주시서원구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,660,기타,야외,기타야외
2020-06-10 14:02,경상남도,창원시 의창구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,폐목재,0,0,0,22,기타,야외,쓰레기
2020-06-10 14:16,경상북도,예천군,"건축,구조물","불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치",가구,기타(가구),0,0,0,8606,주거,단독주택,단독주택
2020-06-10 14:30,전라북도,남원시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",나무,0,0,0,94,기타,야외,기타야외
2020-06-10 14:33,경상남도,창원시 마산합포구,임야,"담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",1,0,1,68,임야,들불,논밭두렁
2020-06-10 14:58,강원도,횡성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,179239,주거,단독주택,단독주택
2020-06-10 14:59,경상남도,김해시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,445,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2020-06-10 15:23,울산광역시,울주군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,33693,"자동차,철도차량",자동차,특수자동차
2020-06-10 15:26,경기도,성남시수정구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,기타,기타,0,0,0,541,생활서비스,음식점,한식
2020-06-10 15:35,경상남도,의령군,기타(쓰레기 화재등),"불꽃, 불티",비화,부주의,쓰레기 소각,"종이,목재,건초등",건초,0,0,0,0,기타,야외,기타야외
2020-06-10 15:35,경상남도,창녕군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,82,기타,야외,쓰레기
2020-06-10 15:44,전라북도,정읍시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",종이,0,0,0,300,기타,야외,쓰레기
2020-06-10 15:45,전라북도,부안군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,위험물등,등유,0,0,0,701,산업시설,창고시설,기타 창고
2020-06-10 15:46,경상북도,경주시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,4675,"자동차,철도차량",자동차,승용자동차
2020-06-10 15:53,부산광역시,금정구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,기타 공동주택
2020-06-10 15:55,전라남도,담양군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",나무,0,0,0,110,기타,야외,공터
2020-06-10 16:05,대전광역시,대덕구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,6286,생활서비스,오락시설,PC방(인터넷게임제공업)
2020-06-10 16:23,울산광역시,남구,"건축,구조물",작동기기,기타(작동기기),기계적 요인,노후,"전기,전자",전자기기 부속품,0,0,0,181,"의료,복지시설",의료시설,치과병원
2020-06-10 16:27,충청남도,공주시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",전기배선,0,0,0,275,"자동차,철도차량",자동차,승용자동차
2020-06-10 16:32,서울특별시,강동구,"자동차,철도차량",작동기기,전기적 아크(단락),제품결함,설계상결함,"전기,전자",전자기기 부속품,0,0,0,1155,"자동차,철도차량",자동차,승용자동차
2020-06-10 16:33,부산광역시,서구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,주거,단독주택,단독주택
2020-06-10 16:46,대구광역시,남구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 16:46,경상남도,고성군,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 17:03,인천광역시,계양구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,558,주거,공동주택,아파트
2020-06-10 17:05,경기도,안성시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,773,주거,단독주택,단독주택
2020-06-10 17:08,경기도,가평군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,27995,주거,단독주택,단독주택
2020-06-10 17:11,서울특별시,강서구,"건축,구조물",작동기기,기타(작동기기),미상,미상,"전기,전자",전선피복,0,0,0,770,주거,단독주택,단독주택
2020-06-10 17:15,서울특별시,서초구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,15,기타,야외,쓰레기
2020-06-10 17:22,서울특별시,강남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,48,생활서비스,일상서비스,편의점
2020-06-10 18:07,전라남도,영암군,"건축,구조물",미상,미상,미상,미상,합성수지,아크릴수지,0,0,0,7809,산업시설,동식물시설,우사
2020-06-10 18:14,경상북도,상주시,임야,"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"침구,직물류",의류,0,0,0,105,임야,들불,논밭두렁
2020-06-10 18:14,서울특별시,노원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,48,"판매,업무시설",판매시설,상가빌딩
2020-06-10 18:21,경기도,평택시,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,1236,기타,야외,쓰레기
2020-06-10 18:29,제주특별자치도,제주시,기타(쓰레기 화재등),미상,미상,미상,미상,쓰레기류,기타 쓰레기,0,0,0,1384,기타,야외,쓰레기
2020-06-10 18:35,경기도,과천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,0,0,0,30,주거,공동주택,아파트
2020-06-10 18:50,충청북도,청주시서원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,335,교육시설,"연구,학원",일반학원
2020-06-10 18:51,전라북도,김제시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,0,0,0,165,"자동차,철도차량",자동차,화물자동차
2020-06-10 19:03,서울특별시,서대문구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,7,주거,공동주택,연립주택
2020-06-10 19:15,경기도,성남시분당구,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,합성수지,발포폴리스티렌,0,0,0,476,주거,단독주택,단독주택
2020-06-10 19:24,경상남도,함안군,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",잔디,0,0,0,0,임야,들불,들판
2020-06-10 19:35,대전광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,0,0,0,981,생활서비스,일상서비스,철물점
2020-06-10 19:38,서울특별시,강북구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,39,"판매,업무시설",숙박시설,모텔
2020-06-10 19:45,경상남도,거제시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 19:47,경기도,안성시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,12,주거,단독주택,단독주택
2020-06-10 19:53,경기도,수원시권선구,"건축,구조물",기타,기타,기계적 요인,자동제어 실패,"전기,전자","전기, 전자기기 케이스",0,0,0,8133,운수자동차시설,"역사,터미널",철도역사
2020-06-10 19:54,대구광역시,동구,임야,"담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,산불,사유림
2020-06-10 20:02,울산광역시,울주군,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",전기적 요인,기타(전기적요인),위험물등,시너,0,0,0,4393,산업시설,공장시설,그 밖의 공업
2020-06-10 20:05,광주광역시,광산구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,0,0,0,869,교육시설,"연구,학원",일반학원
2020-06-10 20:13,경상남도,거제시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기",쓰레기류,기타 쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 20:18,서울특별시,노원구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,2608,주거,공동주택,다세대주택
2020-06-10 20:43,충청남도,아산시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,12431,"자동차,철도차량",자동차,승용자동차
2020-06-10 20:50,충청북도,충주시,"건축,구조물",작동기기,기타(작동기기),부주의,기타(부주의),기타,기타,0,0,0,485,주거,공동주택,아파트
2020-06-10 20:51,부산광역시,강서구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,0,기타,도로,가로등
2020-06-10 21:03,경상남도,사천시,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,330,임야,들불,논밭두렁
2020-06-10 21:05,경상남도,진주시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,326,생활서비스,음식점,한식
2020-06-10 21:09,부산광역시,해운대구,"건축,구조물",미상,미상,부주의,불장난,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,187,주거,공동주택,아파트
2020-06-10 21:09,부산광역시,사하구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-06-10 21:12,대구광역시,달성군,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,0,임야,산불,공유림
2020-06-10 21:22,경기도,의정부시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",0,0,0,1123,주거,단독주택,단독주택
2020-06-10 22:00,경기도,포천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","침구,직물류","기타(침구,직물류)",0,0,0,17908,"판매,업무시설",일반업무,금융기관(농협 등)
