연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
22234,0,0,0,462,2017-06-05 19:52,인천광역시,중구,항동7가,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,"판매,업무시설",일반업무,일반빌딩
22235,0,0,0,3375,2017-06-05 20:05,전라북도,고창군,성내면,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
22236,0,1,1,956782,2017-06-05 20:07,대구광역시,북구,검단동,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,공장시설,그 밖의 공업
22237,0,0,0,53,2017-06-05 20:18,경기도,포천시,내촌면,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,자동제어 실패,합성수지,스티로폼,산업시설,창고시설,"창고, 물품저장소"
22238,0,0,0,9308,2017-06-05 20:33,경상남도,양산시,북정동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락",합성수지,"플라스틱, PVC, 비닐, 장판",집합시설,종교시설,교회
22239,0,0,0,15,2017-06-05 20:42,경기도,오산시,원동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,기타야외
22240,0,0,0,1778,2017-06-05 21:03,광주광역시,광산구,송산동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,단독주택,단독주택
22241,0,0,0,6,2017-06-05 21:08,경기도,성남시분당구,수내동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,가연물 근접방치,합성수지,기타(합성수지),주거,단독주택,다가구주택
22242,0,0,0,161,2017-06-05 21:18,광주광역시,남구,양촌동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,기타야외
22243,0,0,0,45,2017-06-05 21:31,인천광역시,중구,인현동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
22244,0,0,0,1,2017-06-05 21:33,강원도,춘천시,석사동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,쓰레기
22245,0,0,0,1272,2017-06-05 21:37,광주광역시,광산구,월계동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기타,기타,기타,기타,생활서비스,음식점,패스트푸드
22246,0,0,0,47,2017-06-05 21:41,부산광역시,부산진구,개금동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"판매,업무시설",판매시설,상점가
22247,0,0,0,99,2017-06-05 21:53,경상남도,밀양시,상남면,임야,미상,미상,미상,미상,미상,미상,임야,들불,과수원
22248,0,0,0,102,2017-06-05 21:57,서울특별시,노원구,하계동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",위험물등,기계유,"자동차,철도차량",자동차,승용자동차
22249,0,0,0,3324,2017-06-05 22:03,경상북도,경주시,강동면,"건축,구조물",화학적 발화열,화학반응열,부주의,기타(부주의),쓰레기류,기타 쓰레기,산업시설,공장시설,그 밖의 공업
22250,0,0,0,3300,2017-06-05 22:08,전라북도,완주군,용진읍,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
22251,0,0,0,55,2017-06-05 22:18,경상남도,통영시,광도면,기타(쓰레기 화재등),"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등",건초,기타,야외,공터
22252,0,0,0,155,2017-06-05 22:31,서울특별시,도봉구,창동,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자",전선피복,산업시설,작업장,기타 작업장
22253,0,0,0,0,2017-06-05 22:38,대전광역시,서구,내동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
22254,0,0,0,8614,2017-06-05 22:44,경기도,평택시,청북면,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,화물자동차
22255,0,0,0,2281,2017-06-05 22:48,서울특별시,성동구,성수동1가,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,주거,공동주택,아파트
22256,0,0,0,474,2017-06-05 22:52,충청남도,아산시,득산동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,기타,야외,기타야외
22257,0,0,0,2160,2017-06-05 23:03,경기도,시흥시,방산동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",산업시설,동식물시설,계사
22258,0,0,0,1937,2017-06-05 23:06,충청남도,서천군,서면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",주거,단독주택,단독주택
22259,0,0,0,856,2017-06-05 23:06,전라북도,전주시덕진구,송천동2가,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,미확인단락,"전기,전자",전선피복,산업시설,동식물시설,기타 동식물시설
22260,0,0,0,9957,2017-06-05 23:09,경기도,수원시팔달구,인계동,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,단독주택,다가구주택
22261,0,0,0,110,2017-06-05 23:11,강원도,원주시,개운동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",가스누출(폭발),가스누출(폭발),쓰레기류,쓰레기,"자동차,철도차량",자동차,화물자동차
22262,0,0,0,205,2017-06-05 23:32,충청북도,청주시청원구,사천동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판","의료,복지시설",의료시설,병원
22263,0,0,0,302,2017-06-06 00:35,경기도,파주시,파주읍,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,기타주택,기타 주택
22264,0,0,0,0,2017-06-06 00:51,강원도,철원군,갈말읍,임야,"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",임야,들불,군사격장
22265,0,0,0,511,2017-06-06 01:00,충청남도,공주시,오곡동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
22266,0,0,0,60,2017-06-06 01:11,제주특별자치도,제주시,해안동,기타(쓰레기 화재등),미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",기타,야외,기타야외
22267,0,0,0,24,2017-06-06 01:16,서울특별시,동작구,본동,기타(쓰레기 화재등),미상,미상,방화의심,방화의심,"종이,목재,건초등","목재, 합판",기타,야외,기타야외
22268,0,0,0,1485,2017-06-06 01:20,충청북도,괴산군,연풍면,"자동차,철도차량","불꽃, 불티","기타(불꽃,불티)",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
22269,0,0,0,47016,2017-06-06 01:55,충청남도,예산군,고덕면,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,산업시설,동식물시설,우사
22270,0,0,0,726,2017-06-06 02:01,경기도,수원시팔달구,인계동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)","판매,업무시설",판매시설,상가빌딩
22271,0,0,0,1361,2017-06-06 02:05,제주특별자치도,제주시,애월읍,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",나무,산업시설,창고시설,기타 창고
22272,0,0,0,20001,2017-06-06 02:07,강원도,양구군,양구읍,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,합성고무(타이어),주거,단독주택,단독주택
22273,0,0,0,375,2017-06-06 02:14,광주광역시,남구,구소동,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
22274,0,0,0,1289,2017-06-06 02:29,전라북도,익산시,춘포면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,기타서비스,기타건축물,기타 건축물
22275,0,0,0,3560,2017-06-06 03:12,충청남도,아산시,온천동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,생활서비스,위락시설,유흥주점
22276,0,0,0,93,2017-06-06 03:12,서울특별시,영등포구,대림동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",생활서비스,음식점,한식
22277,0,0,0,212,2017-06-06 03:32,강원도,속초시,금호동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
22278,0,0,0,596,2017-06-06 04:05,경기도,안성시,죽산면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등",톱밥,산업시설,공장시설,그 밖의 공업
22279,0,1,1,1404,2017-06-06 04:22,인천광역시,연수구,연수동,"건축,구조물",작동기기,기타(작동기기),방화의심,방화의심,기타,기타,주거,단독주택,다가구주택
22280,0,0,0,0,2017-06-06 05:23,세종특별자치시,세종,대평동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"종이,목재,건초등",종이,기타,야외,야적장
22281,0,0,0,0,2017-06-06 05:33,부산광역시,강서구,신호동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",종이,생활서비스,음식점,한식
22282,0,0,0,87203,2017-06-06 06:13,경기도,화성시,팔탄면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,기타(기계적요인),미상,미상,산업시설,공장시설,그 밖의 공업
22283,0,0,0,880,2017-06-06 06:28,경상북도,경주시,외동읍,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,오토바이
22284,0,0,0,4761,2017-06-06 06:31,부산광역시,부산진구,당감동,"건축,구조물",미상,미상,미상,미상,쓰레기류,쓰레기,주거,단독주택,단독주택
22285,0,0,0,15495,2017-06-06 06:42,충청북도,청주시상당구,남문로1가,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"침구,직물류",의류,"판매,업무시설",판매시설,상가빌딩
22286,0,0,0,258,2017-06-06 06:43,경기도,남양주시,와부읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,분진,주거,단독주택,기타 단독주택
22287,0,0,0,48,2017-06-06 07:13,전라북도,장수군,장계면,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,공터
22288,0,0,0,7,2017-06-06 07:35,서울특별시,영등포구,영등포동4가,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",부주의,"불씨,불꽃,화원방치",식품,기타(식품),기타,야외,기타야외
22289,0,0,0,2026,2017-06-06 07:41,인천광역시,중구,운남동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,생활서비스,일상서비스,일반상점
22290,0,0,0,825,2017-06-06 07:45,경상남도,고성군,고성읍,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,기타,야외,기타야외
22291,0,0,0,23574,2017-06-06 07:57,강원도,속초시,영랑동,"건축,구조물",미상,미상,미상,미상,"침구,직물류","이불(베개,시트)",주거,단독주택,단독주택
22292,0,0,0,1156,2017-06-06 08:01,경상북도,포항시남구,연일읍,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,산업시설,창고시설,"창고, 물품저장소"
22293,0,0,0,886,2017-06-06 08:41,경기도,파주시,적성면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,주거,단독주택,단독주택
22294,0,0,0,1540,2017-06-06 09:05,경기도,시흥시,능곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,"판매,업무시설",일반업무,일반빌딩
22295,0,0,0,572,2017-06-06 09:12,충청남도,천안시서북구,업성동,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,주거,단독주택,단독주택
22296,0,0,0,275,2017-06-06 09:16,경상남도,사천시,곤명면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
22297,0,0,0,22,2017-06-06 09:19,경기도,구리시,수택동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
22298,0,0,0,608,2017-06-06 09:26,강원도,홍천군,화촌면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",기타서비스,기타건축물,기타 건축물
22299,0,0,0,0,2017-06-06 09:44,세종특별자치시,세종,고운동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
22300,0,0,0,18,2017-06-06 09:51,부산광역시,북구,금곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,주거,공동주택,아파트
22301,0,0,0,852,2017-06-06 09:55,충청남도,천안시서북구,직산읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,주거,공동주택,아파트
22302,0,0,0,2331,2017-06-06 10:03,충청북도,증평군,증평읍,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,합성수지,"플라스틱, PVC, 비닐, 장판",주거,기타주택,기타 주택
22303,0,0,0,41,2017-06-06 10:12,전라남도,화순군,화순읍,기타(쓰레기 화재등),미상,미상,미상,미상,미상,미상,기타,야외,기타야외
22304,0,0,0,0,2017-06-06 10:19,전라남도,무안군,현경면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,기타,야외,쓰레기
22305,0,0,0,0,2017-06-06 10:25,전라남도,영암군,미암면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,임야,들불,논밭두렁
22306,0,0,0,660,2017-06-06 10:35,전라남도,강진군,군동면,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,기타야외
22307,0,0,0,347,2017-06-06 10:37,전라남도,고흥군,풍양면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,주거,단독주택,단독주택
22308,0,0,0,7326,2017-06-06 10:46,전라북도,익산시,용제동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스","자동차,철도차량",자동차,승용자동차
22309,0,0,0,53,2017-06-06 10:52,서울특별시,관악구,신림동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,다가구주택
22310,0,0,0,264,2017-06-06 11:00,광주광역시,북구,충효동,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,기타,야외,쓰레기
22311,0,0,0,18,2017-06-06 11:03,경상남도,고성군,고성읍,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,기타,기타,"의료,복지시설",노유자시설,요양시설
22312,0,0,0,38800,2017-06-06 11:05,경기도,파주시,문산읍,기타(쓰레기 화재등),미상,미상,미상,미상,미상,미상,기타,야외,야적장
22313,0,0,0,528,2017-06-06 11:07,전라북도,완주군,고산면,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등",종이,산업시설,동식물시설,우사
22314,0,0,0,57,2017-06-06 11:27,경기도,화성시,팔탄면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",기타,야외,쓰레기
22315,0,0,0,154,2017-06-06 11:34,전라북도,고창군,흥덕면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
22316,0,0,0,1320,2017-06-06 11:35,전라남도,함평군,손불면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",종이,기타,야외,볏짚
22317,0,0,0,330,2017-06-06 11:36,부산광역시,영도구,봉래동3가,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스","판매,업무시설",일반업무,일반빌딩
22318,0,0,0,2836,2017-06-06 11:39,강원도,화천군,상서면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,산업시설,창고시설,"창고, 물품저장소"
22319,0,0,0,4950,2017-06-06 11:46,전라남도,보성군,벌교읍,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,기타 쓰레기,임야,들불,기타 들불
22320,0,0,0,0,2017-06-06 11:53,경상남도,밀양시,하남읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,기타,야외,볏짚
22321,0,0,0,3161,2017-06-06 11:53,강원도,강릉시,주문진읍,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자",전선피복,생활서비스,일상서비스,관리사무소
22322,0,0,0,0,2017-06-06 12:00,제주특별자치도,제주시,오라일동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","목재, 합판",주거,단독주택,다가구주택
22323,0,0,0,2020,2017-06-06 12:05,경상북도,포항시북구,두호동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",주거,공동주택,다세대주택
22324,0,0,0,3151,2017-06-06 12:20,대전광역시,서구,복수동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,다중주택
22325,0,0,0,270,2017-06-06 12:26,경기도,시흥시,정왕동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
22326,0,0,0,29,2017-06-06 12:27,서울특별시,양천구,신정동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,공동주택,다세대주택
22327,0,0,0,0,2017-06-06 12:30,경상남도,김해시,대동면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,기타,야외,공터
22328,0,0,0,449,2017-06-06 12:40,경기도,안양시동안구,비산동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,주거,공동주택,다세대주택
22329,0,0,0,4796,2017-06-06 12:48,울산광역시,북구,화봉동,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,창고시설,기타 창고
22330,0,0,0,6218,2017-06-06 13:01,경상북도,의성군,점곡면,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,기타주택,기타 주택
22331,0,0,0,15735,2017-06-06 13:07,경상북도,김천시,부항면,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,창고시설,"냉장, 냉동창고"
22332,0,1,1,234,2017-06-06 13:22,서울특별시,서초구,서초동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",방화의심,방화의심,합성수지,"플라스틱, PVC, 비닐, 장판","판매,업무시설",일반업무,오피스텔
22333,0,0,0,50,2017-06-06 13:32,서울특별시,마포구,서교동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
22334,0,0,0,228,2017-06-06 13:33,서울특별시,동작구,사당동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,"불씨,불꽃,화원방치",기타,기타,주거,단독주택,다가구주택
22335,0,0,0,3969,2017-06-06 13:35,경상남도,함안군,가야읍,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",종이,집합시설,종교시설,기타 종교시설
22336,0,0,0,0,2017-06-06 13:46,경상남도,밀양시,하남읍,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,기타,야외,기타야외
22337,0,0,0,4607,2017-06-06 14:00,강원도,강릉시,죽헌동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
22338,0,0,0,3752,2017-06-06 14:15,경상북도,김천시,아포읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,동식물시설,버섯재배사
22339,0,0,0,2121,2017-06-06 14:28,경상북도,청도군,각북면,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,단독주택,단독주택
22340,0,0,0,3959,2017-06-06 14:30,경기도,시흥시,조남동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,산업시설,공장시설,금속기계 및 기구공업
22341,0,0,0,79,2017-06-06 14:36,경기도,이천시,모가면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림
22342,0,0,0,2160,2017-06-06 14:56,대전광역시,중구,사정동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,주거,단독주택,단독주택
22343,0,0,0,1575,2017-06-06 15:02,충청북도,충주시,엄정면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",산업시설,창고시설,기타 창고
22344,0,0,0,110,2017-06-06 15:11,서울특별시,관악구,봉천동,"자동차,철도차량",작동기기,역화,기계적 요인,정비불량,미상,미상,"자동차,철도차량",자동차,승용자동차
22345,0,0,0,9346,2017-06-06 15:23,서울특별시,광진구,자양동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,스티로폼,주거,공동주택,다세대주택
22346,0,0,0,330,2017-06-06 15:25,대구광역시,서구,중리동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
22347,0,0,0,179,2017-06-06 15:52,경기도,광명시,노온사동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
22348,0,0,0,52844,2017-06-06 16:08,인천광역시,강화군,강화읍,"건축,구조물","불꽃, 불티","용접, 절단, 연마",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,창고시설,"창고, 물품저장소"
22349,0,0,0,777,2017-06-06 16:29,경상남도,고성군,영오면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등",나무,주거,단독주택,단독주택
22350,0,0,0,15813,2017-06-06 16:39,전라북도,임실군,청웅면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,주거,단독주택,단독주택
22351,0,0,0,5,2017-06-06 16:42,서울특별시,용산구,원효로4가,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
22352,0,0,0,2906,2017-06-06 17:05,강원도,강릉시,연곡면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
22353,0,0,0,33,2017-06-06 17:05,경상남도,창원시 의창구,신월동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타서비스,기타건축물,공중화장실
22354,0,0,0,8375,2017-06-06 17:10,경상북도,구미시,산동면,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,공장시설,금속기계 및 기구공업
22355,0,0,0,3009,2017-06-06 17:34,경기도,화성시,능동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,기타(식품),생활서비스,음식점,한식
22356,0,0,0,423,2017-06-06 17:50,경기도,안산시상록구,본오동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",쓰레기류,분진,생활서비스,음식점,한식
22357,0,0,0,2485,2017-06-06 17:50,인천광역시,서구,경서동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,산업시설,공장시설,금속기계 및 기구공업
22358,0,0,0,1,2017-06-06 17:54,경상북도,구미시,황상동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",기타,야외,기타야외
22359,0,0,0,11561,2017-06-06 17:55,충청남도,천안시동남구,목천읍,"자동차,철도차량",미상,미상,미상,미상,미상,미상,"자동차,철도차량",자동차,승용자동차
22360,0,0,0,1261,2017-06-06 18:19,경기도,용인시수지구,상현동,"건축,구조물",화학적 발화열,화학반응열,기계적 요인,"과열, 과부하",기타,기타,주거,공동주택,아파트
22361,0,0,0,220,2017-06-06 18:22,대전광역시,중구,문창동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",건초,기타,야외,기타야외
22362,0,1,1,461,2017-06-06 18:29,광주광역시,서구,양동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,튀김유,주거,공동주택,아파트
22363,0,0,0,360,2017-06-06 18:35,충청북도,음성군,맹동면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",기타,기타,생활서비스,음식점,한식
22364,0,0,0,3037,2017-06-06 18:47,경상남도,창원시 의창구,동읍,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",주거,단독주택,단독주택
22365,0,0,0,930,2017-06-06 19:04,경상북도,영천시,북안면,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,창고시설,"창고, 물품저장소"
